5991	RFX3
51512	GTSE1
2975	GTF3C1
3725	JUN
6187	RPS2
25959	KANK2
8338	H2AC20
79364	ZXDC
7111	TMOD1
1019	CDK4
4580	MTX1
9111	NMI
661	POLR3D
994	CDC25B
695	BTK
8330	H2AC15
2175	FANCA
84707	BEX2
590	BCHE
27301	APEX2
64763	ZNF574
3930	LBR
9040	UBE2M
55677	IWS1
56898	BDH2
57567	ZNF319
6138	RPL15
1051	CEBPB
1745	DLX1
3178	HNRNPA1
83755	KRTAP4-12
3134	HLA-F
1952	CELSR2
4665	NAB2
408	ARRB1
4188	MDFI
79142	PHF23
26240	FAM50B
6647	SOD1
7454	WAS
367	AR
2060	EPS15
84941	HSH2D
26239	LCE2B
7965	AIMP2
5654	HTRA1
26993	AKAP8L
3221	HOXC4
25942	SIN3A
10775	POP4
4843	NOS2
5586	PKN2
2099	ESR1
29128	UHRF1
4223	MEOX2
2059	EPS8
2580	GAK
84445	LZTS2
3605	IL17A
284355	TPRX1
6134	RPL10
10929	SRSF8
5161	PDHA2
353131	LCE1A
58	ACTA1
640	BLK
1385	CREB1
238	ALK
593	BCKDHA
9110	MTMR4
2038	EPB42
3950	LECT2
545	ATR
9498	SLC4A8
267	AMFR
7415	VCP
6668	SP2
4170	MCL1
83606	GUCD1
780	DDR1
65065	NBEAL1
23555	TSPAN15
2244	FGB
898	CCNE1
9782	MATR3
7270	TTF1
810	CALML3
583	BBS2
5612	THAP12
6327	SCN2B
5092	PCBD1
5829	PXN
5933	RBL1
7009	TMBIM6
7412	VCAM1
5594	MAPK1
83878	USHBP1
2122	MECOM
6720	SREBF1
7529	YWHAB
1327	COX4I1
55143	CDCA8
638	BIK
4436	MSH2
2275	FHL3
8726	EED
7189	TRAF6
5911	RAP2A
5879	RAC1
9260	PDLIM7
63978	PRDM14
10950	BTG3
4236	MFAP1
8702	B4GALT4
6652	SORD
7314	UBB
1267	CNP
973	CD79A
2264	FGFR4
122183	PRR20A
1876	E2F6
11170	FAM107A
3298	HSF2
4666	NACA
2740	GLP1R
6899	TBX1
6935	ZEB1
8611	PLPP1
9815	GIT2
1312	COMT
3184	HNRNPD
2624	GATA2
1131	CHRM3
2103	ESRRB
1269	CNR2
6009	RHEB
7175	TPR
6657	SOX2
3838	KPNA2
161742	SPRED1
10424	PGRMC2
9775	EIF4A3
25894	PLEKHG4
6430	SRSF5
2959	GTF2B
120379	PIH1D2
55110	MAGOHB
6925	TCF4
50863	NTM
9801	MRPL19
373	TRIM23
51319	RSRC1
6717	SRI
2162	F13A1
3561	IL2RG
3009	H1-5
23379	ICE1
6642	SNX1
57096	RPGRIP1
8887	TAX1BP1
54534	MRPL50
5747	PTK2
4043	LRPAP1
5018	OXA1L
149461	CLDN19
79065	ATG9A
857	CAV1
5159	PDGFRB
10482	NXF1
6597	SMARCA4
2928	GSC2
2193	FARSA
8342	H2BC14
37	ACADVL
3091	HIF1A
10043	TOM1
3656	IRAK2
7376	NR1H2
27031	NPHP3
8648	NCOA1
4904	YBX1
2271	FH
2735	GLI1
3609	ILF3
2355	FOSL2
29950	SERTAD1
2908	NR3C1
3300	DNAJB2
9659	PDE4DIP
4673	NAP1L1
22852	ANKRD26
2804	GOLGB1
602	BCL3
2017	CTTN
79041	TMEM38A
1454	CSNK1E
3313	HSPA9
3183	HNRNPC
57665	RDH14
65057	ACD
9911	TMCC2
6189	RPS3A
1962	EHHADH
2566	GABRG2
2597	GAPDH
3215	HOXB5
5705	PSMC5
983	CDK1
7528	YY1
4988	OPRM1
4528	MTIF2
10204	NUTF2
1736	DKC1
599	BCL2L2
29115	SAP30BP
5329	PLAUR
27076	LYPD3
9094	UNC119
4175	MCM6
6432	SRSF7
6885	MAP3K7
8928	FOXH1
6840	SVIL
1778	DYNC1H1
4815	NINJ2
6318	SERPINB4
81	ACTN4
10957	PNRC1
10171	RCL1
5165	PDK3
4751	NEK2
672	BRCA1
389	RHOC
10460	TACC3
54541	DDIT4
4833	NME4
54776	PPP1R12C
5354	PLP1
51655	RASD1
9625	AATK
79698	ZMAT4
221656	KDM1B
5204	PFDN5
5578	PRKCA
7332	UBE2L3
142	PARP1
8553	BHLHE40
3831	KLC1
11007	CCDC85B
3836	KPNA1
4793	NFKBIB
846	CASR
5089	PBX2
11107	PRDM5
5925	RB1
6446	SGK1
648	BMI1
5901	RAN
9495	AKAP5
23126	POGZ
3017	H2BC5
353139	LCE2A
1879	EBF1
23673	STX12
3066	HDAC2
286075	ZNF707
293	SLC25A6
6208	RPS14
229	ALDOB
2177	FANCD2
1032	CDKN2D
1786	DNMT1
6886	TAL1
8736	MYOM1
7323	UBE2D3
10127	ZNF263
8661	EIF3A
84140	FAM161A
25	ABL1
51741	WWOX
126410	CYP4F22
7534	YWHAZ
7289	TULP3
9320	TRIP12
57168	ASPHD2
55737	VPS35
4919	ROR1
2534	FYN
351	APP
55964	SEPTIN3
29074	MRPL18
5702	PSMC3
5693	PSMB5
7188	TRAF5
6241	RRM2
23595	ORC3
7251	TSG101
2648	KAT2A
80227	PAAF1
2997	GYS1
89872	AQP10
51545	ZNF581
3575	IL7R
26038	CHD5
10787	NCKAP1
10749	KIF1C
8416	ANXA9
813	CALU
11186	RASSF1
3659	IRF1
3660	IRF2
131616	TMEM42
9218	VAPA
9656	MDC1
5725	PTBP1
5090	PBX3
5791	PTPRE
23184	MESD
346	APOC4
2706	GJB2
5195	PEX14
5523	PPP2R3A
8467	SMARCA5
3281	HSBP1
8048	CSRP3
4801	NFYB
10097	ACTR2
9079	LDB2
5566	PRKACA
226	ALDOA
11059	WWP1
8027	STAM
10426	TUBGCP3
2774	GNAL
1671	DEFA6
25852	ARMC8
9317	PTER
6139	RPL17
8908	GYG2
5886	RAD23A
5987	TRIM27
6128	RPL6
7132	TNFRSF1A
2067	ERCC1
2305	FOXM1
2516	NR5A1
10179	RBM7
3895	KTN1
23170	TTLL12
4824	NKX3-1
54947	LPCAT2
3068	HDGF
8630	HSD17B6
2185	PTK2B
23412	COMMD3
64129	TINAGL1
9131	AIFM1
2235	FECH
7088	TLE1
6310	ATXN1
3164	NR4A1
23035	PHLPP2
83902	KRTAP17-1
1154	CISH
7913	DEK
9798	IST1
56104	PCDHGB1
4800	NFYA
975	CD81
5698	PSMB9
8976	WASL
905	CCNT2
2074	ERCC6
491	ATP2B2
1558	CYP2C8
48	ACO1
331	XIAP
8974	P4HA2
2801	GOLGA2
5664	PSEN2
6157	RPL27A
8655	DYNLL1
4606	MYBPC2
5916	RARG
1525	CXADR
4286	MITF
7037	TFRC
10540	DCTN2
9463	PICK1
353142	LCE3A
9443	MED7
7046	TGFBR1
4629	MYH11
1937	EEF1G
6133	RPL9
5795	PTPRJ
3299	HSF4
5739	PTGIR
5660	PSAP
1967	EIF2B1
162427	RETREG3
622	BDH1
26751	SH3YL1
1616	DAXX
3052	HCCS
9821	RB1CC1
6774	STAT3
8831	SYNGAP1
946	SIGLEC6
7549	ZNF2
51564	HDAC7
9859	CEP170
3549	IHH
64518	TEKT3
64769	MEAF6
6629	SNRPB2
908	CCT6A
5914	RARA
1022	CDK7
4654	MYOD1
5663	PSEN1
10438	C1D
506	ATP5F1B
1108	CHD4
192666	KRT24
1109	AKR1C4
7422	VEGFA
3932	LCK
10126	DNAL4
51213	LUZP4
23677	SH3BP4
3476	IGBP1
26268	FBXO9
8036	SHOC2
2232	FDXR
1727	CYB5R3
8890	EIF2B4
5460	POU5F1
6168	RPL37A
57187	THOC2
5601	MAPK9
952	CD38
6233	RPS27A
4582	MUC1
51027	BOLA1
3188	HNRNPH2
1499	CTNNB1
26064	RAI14
7975	MAFK
5970	RELA
6426	SRSF1
1488	CTBP2
23594	ORC6
114571	SLC22A9
7566	ZNF18
7572	ZNF24
51421	AMOTL2
6635	SNRPE
817	CAMK2D
9978	RBX1
80233	FAAP100
5127	CDK16
5140	PDE3B
135228	CD109
4628	MYH10
302	ANXA2
5741	PTH
338	APOB
1355	COX15
1831	TSC22D3
4201	MEA1
7681	MKRN3
6772	STAT1
10175	CNIH1
3069	HDLBP
23085	ERC1
2247	FGF2
3185	HNRNPF
80196	RNF34
1021	CDK6
6606	SMN1
57666	FBRSL1
1050	CEBPA
9324	HMGN3
6449	SGTA
5910	RAP1GDS1
2972	BRF1
80007	C10orf88
4707	NDUFB1
79759	ZNF668
1762	DMWD
10253	SPRY2
10640	EXOC5
10980	COPS6
7368	UGT8
9837	GINS1
3799	KIF5B
10569	SLU7
3801	KIFC3
2064	ERBB2
7321	UBE2D1
10884	MRPS30
10169	SERF2
1487	CTBP1
6135	RPL11
10249	GLYAT
10458	BAIAP2
8899	PRPF4B
10808	HSPH1
360	AQP3
9855	FARP2
64754	SMYD3
3960	LGALS4
991	CDC20
1742	DLG4
23180	RFTN1
1639	DCTN1
3598	IL13RA2
1289	COL5A1
51073	MRPL4
7185	TRAF1
6696	SPP1
7812	CSDE1
944	TNFSF8
3208	HPCA
6141	RPL18
1058	CENPA
10252	SPRY1
8841	HDAC3
5034	P4HB
8727	CTNNAL1
498	ATP5F1A
6709	SPTAN1
78988	MRPL57
1643	DDB2
4771	NF2
51133	KCTD3
292	SLC25A5
10865	ARID5A
3516	RBPJ
1654	DDX3X
3358	HTR2C
3881	KRT31
5595	MAPK3
10342	TFG
11335	CBX3
2553	GABPB1
7597	ZBTB25
29966	STRN3
1810	DR1
4142	MAS1
3736	KCNA1
10403	NDC80
85291	KRTAP4-2
83899	KRTAP9-2
4607	MYBPC3
9861	PSMD6
5339	PLEC
9172	MYOM2
467	ATF3
5902	RANBP1
56342	PPAN
6137	RPL13
51075	TMX2
2923	PDIA3
4882	NPR2
6143	RPL19
1452	CSNK1A1
7841	MOGS
9219	MTA2
4087	SMAD2
2027	ENO3
10799	RPP40
4110	MAGEA11
5357	PLS1
55588	MED29
115265	DDIT4L
51439	FAM8A1
27347	STK39
5599	MAPK8
8548	BLZF1
4163	MCC
6193	RPS5
23218	NBEAL2
5153	PDE1B
392	ARHGAP1
1287	COL4A5
30011	SH3KBP1
2002	ELK1
6498	SKIL
5435	POLR2F
55722	CEP72
9277	WDR46
7319	UBE2A
6191	RPS4X
3304	HSPA1B
1284	COL4A2
10544	PROCR
84708	LNX1
6142	RPL18A
10728	PTGES3
170392	OIT3
2125	EVPL
85364	ZCCHC3
5575	PRKAR1B
2556	GABRA3
1896	EDA
79913	ACTR5
10975	UQCR11
6130	RPL7A
770	CA11
64221	ROBO3
9382	COG1
5607	MAP2K5
7741	ZSCAN26
1642	DDB1
4345	CD200
11284	PNKP
808	CALM3
10956	OS9
10180	RBM6
54780	NSMCE4A
6640	SNTA1
94107	TMEM203
4670	HNRNPM
5906	RAP1A
4869	NPM1
6950	TCP1
7745	ZKSCAN8
5863	RGL2
55814	BDP1
1997	ELF1
2767	GNA11
10769	PLK2
2564	GABRE
1072	CFL1
8678	BECN1
6585	SLIT1
1948	EFNB2
51184	GPN3
2306	FOXD2
6386	SDCBP
11066	SNRNP35
163154	PRR22
5245	PHB
10207	PATJ
84078	KBTBD7
4860	PNP
84912	SLC35B4
6856	SYPL1
3551	IKBKB
8836	GGH
81555	YIPF5
6917	TCEA1
6921	ELOC
10838	ZNF275
10573	MRPL28
4880	NPPC
2303	FOXC2
2551	GABPA
23237	ARC
3676	ITGA4
1020	CDK5
8784	TNFRSF18
9209	LRRFIP2
5894	RAF1
5468	PPARG
116461	TSEN15
5997	RGS2
23421	ITGB3BP
10537	UBD
4192	MDK
182	JAG1
2683	B4GALT1
90196	SYS1
9586	CREB5
4007	PRICKLE3
10273	STUB1
3621	ING1
6777	STAT5B
6835	SURF2
3553	IL1B
9204	ZMYM6
8936	WASF1
5027	P2RX7
84281	C2orf88
8677	STX10
4172	MCM3
79863	RBFA
2668	GDNF
2158	F9
1950	EGF
4601	MXI1
5591	PRKDC
2873	GPS1
23624	CBLC
6721	SREBF2
3728	JUP
5284	PIGR
25994	HIGD1A
5876	RABGGTB
30014	SPANXA1
6637	SNRPG
5515	PPP2CA
63932	STEEP1
29997	NOP53
7507	XPA
9704	DHX34
26330	GAPDHS
5883	RAD9A
6050	RNH1
1025	CDK9
81853	TMEM14B
64061	TSPYL2
3934	LCN2
23102	TBC1D2B
1687	GSDME
1641	DCX
2005	ELK4
10174	SORBS3
56063	TMEM234
3357	HTR2B
945	CD33
3054	HCFC1
1350	COX7C
2	A2M
785	CACNB4
3309	HSPA5
6176	RPLP1
7168	TPM1
4690	NCK1
9774	BCLAF1
7388	UQCRH
8353	H3C6
207	AKT1
23234	DNAJC9
54682	MANSC1
26003	GORASP2
5125	PCSK5
6041	RNASEL
6880	TAF9
5966	REL
11198	SUPT16H
3480	IGF1R
2783	GNB2
54870	QRICH1
815	CAMK2A
4522	MTHFD1
566	AZU1
9817	KEAP1
2782	GNB1
1163	CKS1B
5780	PTPN9
23001	WDFY3
4700	NDUFA6
7718	ZNF165
5104	SERPINA5
2091	FBL
5163	PDK1
2188	FANCF
3312	HSPA8
5692	PSMB4
8260	NAA10
27249	MMADHC
3884	KRT33B
1667	DEFA1
10919	EHMT2
1912	PHC2
948	CD36
26063	DECR2
3043	HBB
5021	OXTR
3008	H1-4
337967	KRTAP6-2
3065	HDAC1
5978	REST
6737	TRIM21
20	ABCA2
1003	CDH5
8399	PLA2G10
527	ATP6V0C
558	AXL
2976	GTF3C2
4291	MLF1
10363	HMG20A
9440	MED17
7545	ZIC1
1211	CLTA
79959	CEP76
10376	TUBA1B
85376	RIMBP3
26	AOC1
10551	AGR2
25970	SH2B1
3055	HCK
7083	TK1
3608	ILF2
5428	POLG
7267	TTC3
5465	PPARA
117144	CATSPER1
8398	PLA2G6
23541	SEC14L2
4001	LMNB1
1191	CLU
165140	OXER1
6934	TCF7L2
85378	TUBGCP6
85365	ALG2
4040	LRP6
4356	MPP3
87	ACTN1
1500	CTNND1
7533	YWHAH
10015	PDCD6IP
6817	SULT1A1
581	BAX
6248	RSC1A1
10240	MRPS31
11072	DUSP14
27086	FOXP1
57120	GOPC
28620	TRBV2
1398	CRK
51297	BPIFA1
629	CFB
56897	WRNIP1
10385	BTN2A2
4790	NFKB1
8227	AKAP17A
7508	XPC
54903	MKS1
5947	RBP1
1182	CLCN3
28965	SLC27A6
90993	CREB3L1
4066	LYL1
88	ACTN2
3594	IL12RB1
4090	SMAD5
27020	NPTN
1938	EEF2
778	CACNA1F
6493	SIM2
2029	ENSA
1026	CDKN1A
5439	POLR2J
6714	SRC
10855	HPSE
2665	GDI2
845	CASQ2
1045	CDX2
22858	CILK1
56252	YLPM1
1198	CLK3
162	AP1B1
6996	TDG
1875	E2F5
5888	RAD51
7391	USF1
688	KLF5
5518	PPP2R1A
9570	GOSR2
883	KYAT1
6203	RPS9
2879	GPX4
55536	CDCA7L
9695	EDEM1
55763	EXOC1
3783	KCNN4
825	CAPN3
8341	H2BC15
1627	DBN1
1613	DAPK3
2859	GPR35
3651	PDX1
660	BMX
80328	ULBP2
10059	DNM1L
113878	DTX2
51084	CRYL1
10155	TRIM28
10381	TUBB3
6015	RING1
7417	VDAC2
8417	STX7
22950	SLC4A1AP
8818	DPM2
4004	LMO1
6944	VPS72
60491	NIF3L1
259	AMBP
8531	YBX3
2192	FBLN1
1936	EEF1D
9892	SNAP91
10439	OLFM1
80273	GRPEL1
3784	KCNQ1
56997	COQ8A
60412	EXOC4
23020	SNRNP200
27141	CIDEB
10892	MALT1
90550	MCU
79068	FTO
657	BMPR1A
55177	RMDN3
23741	EID1
55231	CCDC87
3927	LASP1
10197	PSME3
23600	AMACR
330	BIRC3
998	CDC42
3661	IRF3
4261	CIITA
8237	USP11
2962	GTF2F1
7156	TOP3A
200523	TEX37
80742	PRR3
85477	SCIN
2891	GRIA2
25980	AAR2
5689	PSMB1
53615	MBD3
4005	LMO2
65062	TMEM237
708	C1QBP
9319	TRIP13
84790	TUBA1C
6418	SET
1489	CTF1
22907	DHX30
2213	FCGR2B
6804	STX1A
3956	LGALS1
25816	TNFAIP8
9538	EI24
55624	POMGNT1
2189	FANCG
2967	GTF2H3
79666	PLEKHF2
6672	SP100
10284	SAP18
7277	TUBA4A
189	AGXT
8379	MAD1L1
910	CD1B
4802	NFYC
7873	MANF
24142	NAA80
8030	CCDC6
23560	GTPBP4
2709	GJB5
58490	RPRD1B
6883	TAF12
1562	CYP2C18
375307	CATIP
1031	CDKN2C
5720	PSME1
7049	TGFBR3
1612	DAPK1
25932	CLIC4
388677	NOTCH2NLA
4887	NPY2R
23281	MTUS2
27079	RPUSD2
187	APLNR
55885	LMO3
5684	PSMA3
5493	PPL
3094	HINT1
6461	SHB
2263	FGFR2
3587	IL10RA
11277	TREX1
2622	GAS8
6396	SEC13
3198	HOXA1
55755	CDK5RAP2
7283	TUBG1
4798	NFRKB
3200	HOXA3
84129	ACAD11
1075	CTSC
664	BNIP3
6531	SLC6A3
410	ARSA
6472	SHMT2
5885	RAD21
8894	EIF2S2
23358	USP24
29978	UBQLN2
1196	CLK2
23405	DICER1
7086	TKT
2844	GPR21
9474	ATG5
55284	UBE2W
4259	MGST3
6923	ELOB
8556	CDC14A
5753	PTK6
9722	NOS1AP
10152	ABI2
4026	LPP
7485	GET1
5335	PLCG1
1974	EIF4A2
84858	ZNF503
816	CAMK2B
143884	CWF19L2
7739	ZNF185
5928	RBBP4
3224	HOXC8
5071	PRKN
9262	STK17B
2237	FEN1
6603	SMARCD2
5521	PPP2R2B
996	CDC27
7920	ABHD16A
9391	CIAO1
25945	NECTIN3
4642	MYO1D
1387	CREBBP
163050	ZNF564
30817	ADGRE2
54867	TMEM214
10534	ZNRD2
13	AADAC
4171	MCM2
7260	EIPR1
1877	E4F1
965	CD58
57228	SMAGP
6634	SNRPD3
5580	PRKCD
23294	ANKS1A
1399	CRKL
4694	NDUFA1
4633	MYL2
5892	RAD51D
4540	MT-ND5
326343	MT1DP
2533	FYB1
788	SLC25A20
9421	HAND1
2100	ESR2
79087	ALG12
3093	UBE2K
79839	CCDC102B
3006	H1-2
2707	GJB3
5592	PRKG1
116840	CNTROB
202243	CCDC125
6477	SIAH1
3889	KRT83
134829	CLVS2
55170	PRMT6
11077	HSF2BP
9054	NFS1
4085	MAD2L1
1161	ERCC8
4795	NFKBIL1
10158	PDZK1IP1
550	AUP1
9972	NUP153
1114	CHGB
7052	TGM2
29113	C6orf15
64858	DCLRE1B
2119	ETV5
1485	CTAG1B
51203	NUSAP1
7278	TUBA3C
51652	CHMP3
27295	PDLIM3
29890	RBM15B
57185	NIPAL3
57325	KAT14
3841	KPNA5
23417	MLYCD
2819	GPD1
3716	JAK1
11281	POU6F2
1263	PLK3
9454	HOMER3
359	AQP2
55204	GOLPH3L
6183	MRPS12
8895	CPNE3
28999	KLF15
64755	RUSF1
84243	ZDHHC18
51574	LARP7
1975	EIF4B
91	ACVR1B
866	SERPINA6
55388	MCM10
26136	TES
93487	MAPK1IP1L
51660	MPC1
23144	ZC3H3
51090	PLLP
23029	RBM34
6554	SLC10A1
51280	GOLM1
84948	TIGD5
10478	SLC25A17
4618	MYF6
7325	UBE2E2
6643	SNX2
3885	KRT34
4641	MYO1C
2322	FLT3
9638	FEZ1
8930	MBD4
5318	PKP2
509	ATP5F1C
200845	KCTD6
5597	MAPK6
3853	KRT6A
57129	MRPL47
8178	ELL
8607	RUVBL1
51398	WDR83OS
1794	DOCK2
6122	RPL3
3329	HSPD1
2882	GPX7
10476	ATP5PD
1116	CHI3L1
10817	FRS3
54657	UGT1A4
54585	LZTFL1
2494	NR5A2
165055	CCDC138
8481	OFD1
9205	ZMYM5
8318	CDC45
11117	EMILIN1
8554	PIAS1
2043	EPHA4
10282	BET1
1187	CLCNKA
8649	LAMTOR3
1353	COX11
25819	NOCT
6303	SAT1
3868	KRT16
84914	ZNF587
7884	SLBP
2309	FOXO3
9370	ADIPOQ
54793	KCTD9
5013	OTX1
57159	TRIM54
4184	SMCP
4210	MEFV
5394	EXOSC10
8266	UBL4A
84522	JAGN1
60485	SAV1
6136	RPL12
7782	SLC30A4
1993	ELAVL2
4914	NTRK1
154	ADRB2
7414	VCL
2547	XRCC6
2950	GSTP1
25962	VIRMA
51121	RPL26L1
919	CD247
7644	ZNF91
9869	SETDB1
8434	RECK
1445	CSK
8991	SELENBP1
7637	ZNF84
6150	MRPL23
7112	TMPO
10948	STARD3
4602	MYB
80125	CCDC33
6124	RPL4
9099	USP2
6280	S100A9
5445	PON2
2081	ERN1
8336	H2AC17
6155	RPL27
146779	EFCAB3
4015	LOX
6361	CCL17
6900	CNTN2
974	CD79B
5119	CHMP1A
1192	CLIC1
2274	FHL2
54507	ADAMTSL4
4342	MOS
4216	MAP3K4
613	BCR
6908	TBP
7311	UBA52
3572	IL6ST
7416	VDAC1
30061	SLC40A1
30818	KCNIP3
4093	SMAD9
5533	PPP3CC
3225	HOXC9
2806	GOT2
1329	COX5B
2803	GOLGA4
5691	PSMB3
8000	PSCA
1316	KLF6
3276	PRMT1
9784	SNX17
84217	ZMYND12
6297	SALL2
10246	SLC17A2
1942	EFNA1
4193	MDM2
3798	KIF5A
8735	MYH13
54708	MARCHF5
3678	ITGA5
2200	FBN1
2475	MTOR
2625	GATA3
11060	WWP2
23087	TRIM35
84461	NEURL4
4678	NASP
23765	IL17RA
10648	SCGB1D1
51157	ZNF580
3569	IL6
4956	ODF1
3860	KRT13
10810	WASF3
55138	FAM90A1
22920	KIFAP3
1436	CSF1R
6196	RPS6KA2
58491	ZNF71
54849	DEF8
23481	PES1
1326	MAP3K8
9778	KIAA0232
643	CXCR5
6844	VAMP2
6924	ELOA
7410	VAV2
23107	MRPS27
11339	OIP5
7023	TFAP4
9051	PSTPIP1
2781	GNAZ
337880	KRTAP11-1
55166	CENPQ
7517	XRCC3
3117	HLA-DQA1
54880	BCOR
27346	TMEM97
27037	TRMT2A
8665	EIF3F
29952	DPP7
4939	OAS2
9532	BAG2
4089	SMAD4
863	CBFA2T3
23381	SMG5
2669	GEM
6521	SLC4A1
6625	SNRNP70
3315	HSPB1
8645	KCNK5
11051	NUDT21
940	CD28
5935	RBM3
7067	THRA
2197	FAU
3749	KCNC4
282616	IFNL2
7320	UBE2B
3959	LGALS3BP
51361	HOOK1
3717	JAK2
56125	PCDHB11
29914	UBIAD1
