seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
1,TRD monotherapy,none,no_kg,llama3.2:3b,0,8,F,5,0.2,0,0,1,1,,prior,insufficient,2.0,Prior knowledge of Drug-7's mechanism does not directly apply to TRD monotherapy.,0.7142857142857143,2.2857142857142856
1,TRD monotherapy,none,no_kg,llama3.2:3b,1,8,G,7,0.14285714285714285,0,0,0,1,,kg,insufficient,1.0,"Drug-7 has a reported association with TRD monotherapy in the knowledge graph, but no clear mechanistic link.",1.0,1.75
1,ILD-associated pulmonary hypertension,none,no_kg,llama3.2:3b,0,8,B,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,Prior knowledge as vasodilator but no direct evidence for IPAH.,0.625,2.25
1,ILD-associated pulmonary hypertension,none,no_kg,llama3.2:3b,1,8,F,4,0.25,0,0,1,1,,kg,conflicting,2.0,"Direct evidence linking Drug F to this disease is lacking, and its mechanism of action does not strongly suggest a role in pulmonary hypertension",0.625,2.375
1,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:3b,0,8,C,6,0.16666666666666666,0,0,0,1,,kg,insufficient,1.0,Insufficient evidence; cannot rule out effectiveness.,1.0,2.0
1,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:3b,1,8,F,5,0.2,0,0,1,1,,kg,insufficient,1.0,KG evidence for Drug-F is insufficient to support a link to EMA.,0.5714285714285714,1.8571428571428572
1,Hidradenitis suppurativa,none,no_kg,llama3.2:3b,0,8,C,4,0.25,0,0,1,1,,kg,conflicting,1.0,The drug's anti-inflammatory properties are not clear to be related to Hidradenitis suppurativa,0.625,1.75
1,Hidradenitis suppurativa,none,no_kg,llama3.2:3b,1,8,G,7,0.14285714285714285,0,0,0,1,,kg,insufficient,1.0,The mechanistic link between Drug-7 and the PKP pathway is unclear without further context or evidence linking these pathways to hidradenitis suppurativa.,0.875,1.875
1,Chronic hepatitis B (pediatric),none,no_kg,llama3.2:3b,0,8,F,5,0.2,0,0,1,1,,kg,insufficient,2.0,"The knowledge graph reports a potential association between Drug-6 and hepatitis B treatment, but this has not been extensively studied or validated by pharmacological evidence.",0.7142857142857143,2.2857142857142856
1,Chronic hepatitis B (pediatric),none,no_kg,llama3.2:3b,1,8,E,4,0.25,0,0,1,1,,,,,,,
1,HoFH pediatric (EMA),none,no_kg,llama3.2:3b,0,8,C,8,0.125,0,0,0,1,,prior,insufficient,1.0,"Drug-3 has been explored for its potential therapeutic effects on lipid metabolism, but direct evidence linking it to HoFH is currently lacking.",0.5,2.375
1,HoFH pediatric (EMA),none,no_kg,llama3.2:3b,1,8,H,7,0.14285714285714285,0,0,0,1,,prior,insufficient,2.0,"Although Drug-8 has been investigated for its effects on lipid metabolism, its specific application in HoFH pediatric is not well-established.",0.625,3.125
1,Nephrotic syndrome,none,no_kg,llama3.2:3b,0,8,G,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-1 has a mechanistic link to the pathway involved in Nephrotic syndrome, and prior knowledge suggests that drugs targeting this pathway may be effective.",0.75,1.75
1,Nephrotic syndrome,none,no_kg,llama3.2:3b,1,8,F,6,0.16666666666666666,0,0,0,1,,kg,insufficient,1.0,"Mechanistic link: Drug-1 -> fibrosis -> proteinuria, but no direct evidence to nephrotic syndrome",0.75,2.25
1,Follicular lymphoma,none,no_kg,llama3.2:3b,0,8,C,2,0.5,0,1,1,1,,both,consistent,3.0,Mechanistic plausibility through association with PI3K/AKT pathway.,0.625,1.875
1,Follicular lymphoma,none,no_kg,llama3.2:3b,1,8,A,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,Lack of clear anti-cancer properties or explicit connections to pathway relevant to follicular lymphoma via KG and prior knowledge,0.5,2.25
1,Retinal vein occlusion,none,no_kg,llama3.2:3b,0,8,C,4,0.25,0,0,1,1,,kg,insufficient,1.0,,0.875,1.75
1,Retinal vein occlusion,none,no_kg,llama3.2:3b,1,8,H,7,0.14285714285714285,0,0,0,1,,prior,insufficient,2.0,"No mechanistic links are provided for Drug-8, and its pharmacological mechanism is not clear from the knowledge graph.",0.2857142857142857,2.4285714285714284
1,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:3b,0,8,B,4,0.25,0,0,1,1,,both,conflicting,3.0,"KG evidence supports dopamine pathway link, but mechanism is less clear",0.625,2.375
1,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:3b,1,8,D,9,0.1111111111111111,0,0,0,1,,,,,,,
1,High LDL-C with increased CV risk (expanded),none,no_kg,llama3.2:3b,0,8,G,7,0.14285714285714285,0,0,0,1,,uncertain,insufficient,1.0,No reported effects in KG; plausibility uncertain.,0.5,2.75
1,High LDL-C with increased CV risk (expanded),none,no_kg,llama3.2:3b,1,8,F,6,0.16666666666666666,0,0,0,1,,kg,insufficient,1.0,Mechanistic link to LDL receptor upregulation is present in the knowledge graph but lacks clear mechanistic plausibility for lowering LDL-C.,0.75,1.875
1,Indolent systemic mastocytosis,none,no_kg,llama3.2:3b,0,8,A,7,0.14285714285714285,0,0,0,1,,kg,conflicting,2.0,Mechanistic link is unclear and conflicts with my own knowledge.,0.5,2.0
1,Indolent systemic mastocytosis,none,no_kg,llama3.2:3b,1,8,H,7,0.14285714285714285,0,0,0,1,,kg,conflicting,1.0,KG evidence linking Drug-H to indolent systemic mastocytosis conflicts with prior knowledge of its mechanism of action.,0.5,2.375
1,EGPA (expanded),none,no_kg,llama3.2:3b,0,8,D,1,1.0,1,1,1,1,,both,consistent,5.0,Strong mechanistic plausibility with reported associations via relevant pathways.,0.75,2.625
1,EGPA (expanded),none,no_kg,llama3.2:3b,1,8,B,6,0.16666666666666666,0,0,0,1,,kg,conflicting,2.0,"Drug-B targets the complement pathway, which may be relevant to EGPA; however, this is not directly supported by prior knowledge.",0.875,1.875
1,COVID-19 (expanded population),none,no_kg,llama3.2:3b,0,8,A,8,0.125,0,0,0,1,,kg,insufficient,1.0,KG reports inflammation pathway which may not be directly relevant to COVID-19 treatment,0.625,2.25
1,COVID-19 (expanded population),none,no_kg,llama3.2:3b,1,8,A,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,"Drug-5 has been shown to have antiviral properties in vitro, but the mechanistic link to COVID-19 is unclear without further evidence.",0.7142857142857143,1.8571428571428572
1,Obstructive sleep apnea with obesity,none,no_kg,llama3.2:3b,0,8,H,8,0.125,0,0,0,1,,kg,insufficient,1.0,H has limited evidence linking it to obstructive sleep apnea with obesity and its therapeutic effects are unclear.,0.625,2.75
1,Obstructive sleep apnea with obesity,none,no_kg,llama3.2:3b,1,8,E,3,0.3333333333333333,0,1,1,1,,kg,insufficient,2.0,"No clear mechanistic link to sleep apnea in the knowledge graph evidence, but the drug has been reported to have anxiolytic effects.",0.875,2.375
1,KRAS G12C+ mCRC,none,no_kg,llama3.2:3b,0,8,E,6,0.16666666666666666,0,0,0,1,,prior,insufficient,2.0,Drug-8 has been explored as an KRAS inhibitor but lacks evidence for its effectiveness in mCRC.,0.625,2.125
1,KRAS G12C+ mCRC,none,no_kg,llama3.2:3b,1,8,D,9,0.1111111111111111,0,0,0,1,,,,,,,
1,Diabetic retinopathy/DME (EMA Mar+May 2026),none,no_kg,llama3.2:3b,0,8,E,4,0.25,0,0,1,1,,both,insufficient,2.0,Limited mechanistic links to relevant pathways,0.7142857142857143,2.7142857142857144
1,Diabetic retinopathy/DME (EMA Mar+May 2026),none,no_kg,llama3.2:3b,1,8,B,9,0.1111111111111111,0,0,0,1,,,,,,,
1,Chorea associated with Huntington's disease,none,no_kg,llama3.2:3b,0,8,F,4,0.25,0,0,1,1,,uncertain,insufficient,1.0,Insufficient KG evidence; no clear pharmacological rationale for use in HD chorea,0.125,2.125
1,Chorea associated with Huntington's disease,none,no_kg,llama3.2:3b,1,8,G,5,0.2,0,0,1,1,,kg,insufficient,2.0,Limited evidence and mechanism do not suggest potential efficacy in treating chorea associated with Huntington's disease.,0.75,2.0
1,Heart failure (broadened),none,no_kg,llama3.2:3b,0,8,D,2,0.5,0,1,1,1,,kg,conflicting,3.0,Mechanism matches but no direct evidence for heart failure (SYMP:0000292) or pathway.,0.5,3.5
1,Heart failure (broadened),none,no_kg,llama3.2:3b,1,8,E,3,0.3333333333333333,0,1,1,1,,prior,insufficient,3.0,Drug-8 has been investigated for its potential benefits in treating heart failure due to its effects on reducing inflammation and oxidative stress.,0.5,2.5
1,Acquired hypofibrinogenemia in cardiovascular surgery,none,no_kg,llama3.2:3b,0,8,B,3,0.3333333333333333,0,1,1,1,,both,conflicting,2.0,"Knowledge-graph evidence suggests a role for Drug-6 in platelet aggregation pathway, conflicting with prior knowledge of fibrinogen regulation.",0.375,1.875
1,Acquired hypofibrinogenemia in cardiovascular surgery,none,no_kg,llama3.2:3b,1,8,H,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,No direct connection to fibrinogen levels,0.5,2.5
1,Pediatric atopic dermatitis,none,no_kg,llama3.2:3b,0,8,G,7,0.14285714285714285,0,0,0,1,,prior,insufficient,3.0,Prior knowledge highlights potential benefits but lacks clear mechanistic links.,0.625,2.75
1,Pediatric atopic dermatitis,none,no_kg,llama3.2:3b,1,8,D,1,1.0,1,1,1,1,,both,consistent,5.0,"Drug-D has mechanistic links to atopic dermatitis through a known pathway (KG), and its pharmacological action aligns with disease pathophysiology.",0.75,2.0
1,COVID-19 updated strain,none,no_kg,llama3.2:3b,0,8,E,6,0.16666666666666666,0,0,0,1,,kg,conflicting,2.0,"E has been shown in the knowledge graph to interact with a pathway involved in viral entry, but its direct efficacy against COVID-19 is unclear.",0.5,2.875
1,COVID-19 updated strain,none,no_kg,llama3.2:3b,1,8,G,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,,0.625,2.5
1,Delay T1D onset in children ≥1yr,none,no_kg,llama3.2:3b,0,8,C,9,0.1111111111111111,0,0,0,1,,,,,,,
1,Delay T1D onset in children ≥1yr,none,no_kg,llama3.2:3b,1,8,G,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,"Prior knowledge of Drug G's therapeutic effects is limited, with no mechanistic links to the target pathway in the KG.",0.75,2.0
1,Unresectable thymic carcinoma (PMDA),none,no_kg,llama3.2:3b,0,8,D,4,0.25,0,0,1,1,,kg,insufficient,2.0,No mechanistic links provided in the KG for Drug-6 and thymic carcinoma (PMDA). Further investigation required.,0.875,2.5
1,Unresectable thymic carcinoma (PMDA),none,no_kg,llama3.2:3b,1,8,H,8,0.125,0,0,0,1,,prior,insufficient,1.0,No direct association with thymic carcinoma or related pathway,0.875,2.625
1,Retinal vein occlusion,none,no_kg,llama3.2:3b,0,8,C,3,0.3333333333333333,0,1,1,1,,prior,insufficient,1.0,,0.5,1.75
1,Retinal vein occlusion,none,no_kg,llama3.2:3b,1,8,H,8,0.125,0,0,0,1,,prior,insufficient,1.0,No clear link to RVO or related disease mechanisms,0.125,2.125
1,Spinal muscular atrophy (pediatric expansion),none,no_kg,llama3.2:3b,0,8,G,7,0.14285714285714285,0,0,0,1,,kg,conflicting,2.0,"The provided knowledge graph evidence for Drug G suggests a pathway to the disease, but conflicts with prior knowledge on the specific mechanism.",0.5,2.25
1,Spinal muscular atrophy (pediatric expansion),none,no_kg,llama3.2:3b,1,8,B,2,0.5,0,1,1,1,,prior,insufficient,3.0,Prior knowledge suggests therapeutic effects for SMA,0.7142857142857143,2.0
1,Chronic thromboembolic pulmonary hypertension,none,no_kg,llama3.2:3b,0,8,A,1,1.0,1,1,1,1,,prior,insufficient,4.0,Inhibiting endothelin receptors could reduce pulmonary artery pressure and improve symptoms in chronic thromboembolic pulmonary hypertension.,0.875,1.875
1,Chronic thromboembolic pulmonary hypertension,none,no_kg,llama3.2:3b,1,8,A,8,0.125,0,0,0,1,,prior,conflicting,1.0,Primary mechanism of action for Drug-A is unclear and does not directly relate to CTEPH.,0.5,1.875
