seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.1:405b,0,8,C,9,0.1111111111111111,0,0,0,0,500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate,,,,,,
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.1:405b,1,8,C,9,0.1111111111111111,0,0,0,0,500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate,,,,,,
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.1:405b,0,8,D,9,0.1111111111111111,0,0,0,0,500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate,,,,,,
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.1:405b,1,8,F,9,0.1111111111111111,0,0,0,0,500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate,,,,,,
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.1:405b,0,8,A,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-8 has strong evidence in the knowledge graph, targeting a pathway directly related to anemia in MDS, and its mechanism is consistent with my prior knowledge of anemia treatment.",0.625,2.375
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.1:405b,1,8,D,3,0.3333333333333333,0,1,1,1,,kg,consistent,2.0,Drug-8 has limited but consistent evidence in the knowledge graph.,0.375,1.875
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.1:405b,0,8,D,4,0.25,0,0,1,1,,kg,conflicting,2.0,"Drug-8 has some evidence from the knowledge graph, but it conflicts with my prior knowledge, making its mechanism uncertain.",0.625,1.875
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.1:405b,1,8,E,2,0.5,0,1,1,1,,kg,consistent,3.0,"The knowledge graph reports that Drug-8 targets a protein involved in the TNF-alpha pathway, which is relevant to PMDA.",0.375,2.0
3,Acute HCV pediatric,none,no_kg,llama3.1:405b,0,8,D,4,0.25,0,0,1,1,,both,conflicting,2.0,"The knowledge graph reports a weak association between Drug-8 and an HCV-related pathway, but prior knowledge suggests it may have off-target effects.",0.625,2.25
3,Acute HCV pediatric,none,no_kg,llama3.1:405b,1,8,E,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,"While lacking direct evidence, Drug-8's known immunomodulatory effects could potentially benefit HCV treatment, warranting further investigation.",0.5,1.875
3,Oral tablet formulation for weight management,none,no_kg,llama3.1:405b,0,8,A,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-8 has been linked to weight management through its effect on the melanocortin-4 receptor pathway, which is consistent with its known pharmacological action.",0.5,2.0
3,Oral tablet formulation for weight management,none,no_kg,llama3.1:405b,1,8,E,5,0.2,0,0,1,1,,prior,insufficient,1.0,"There is limited information available on Drug-8, making it difficult to assess its potential for weight management.",0.625,2.375
3,Nephrotic syndrome,none,no_kg,llama3.1:405b,0,8,C,2,0.5,0,1,1,1,,kg,consistent,4.0,"The knowledge graph shows a clear mechanistic link between Drug-1 and Nephrotic syndrome, although prior knowledge does not provide additional support.",0.5,2.375
3,Nephrotic syndrome,none,no_kg,llama3.1:405b,1,8,F,4,0.25,0,0,1,1,,prior,insufficient,3.0,"Similar to Drug-2, my prior knowledge indicates some potential for Drug-1, but without knowledge graph evidence, I remain cautious.",0.375,2.625
3,KRAS G12C+ mCRC,none,no_kg,llama3.1:405b,0,8,F,6,0.16666666666666666,0,0,0,1,,prior,insufficient,1.0,"Without clear evidence or mechanistic rationale linking Drug-8 to KRAS G12C+ mCRC, its potential effectiveness is highly uncertain.",0.625,2.375
3,KRAS G12C+ mCRC,none,no_kg,llama3.1:405b,1,8,F,5,0.2,0,0,1,1,,prior,insufficient,2.0,"With no information from the knowledge graph, my prior knowledge suggests Drug-8 may have some potential against KRAS G12C+ mCRC, but its mechanism of action is less clear and warrants further study.",0.5,2.625
3,Retinal vein occlusion,none,no_kg,llama3.1:405b,0,8,C,3,0.3333333333333333,0,1,1,1,,prior,insufficient,3.0,"Drug-8 has known anti-inflammatory properties, which could be beneficial in treating RVO complications.",0.25,2.5
3,Retinal vein occlusion,none,no_kg,llama3.1:405b,1,8,G,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,"There is no knowledge-graph evidence for Drug-8, and its pharmacological properties do not suggest an obvious connection to retinal vein occlusion.",0.625,2.25
3,TRD monotherapy,none,no_kg,llama3.1:405b,0,8,A,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,"Some pharmacological properties suggest potential efficacy, but no direct evidence is available.",0.5,1.875
3,TRD monotherapy,none,no_kg,llama3.1:405b,1,8,D,8,0.125,0,0,0,1,,prior,insufficient,1.0,Drug-8 has the least apparent connection to treating TRD monotherapy based on prior knowledge and no supporting evidence from the graph.,0.375,2.875
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.1:405b,0,8,B,7,0.14285714285714285,0,0,0,1,,prior,insufficient,1.0,"Drug-8 has an uncertain mechanistic link to the target disease, with no clear evidence and based on prior pharmacological knowledge.",0.5,1.875
