seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:1b,0,8,F,3,0.3333333333333333,0,1,1,1,,both,consistent,4.0,"KG evidence supports mechanistic links to Alzheimer's disease, and prior knowledge of drug targets aligns with known pathways",0.875,3.25
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:1b,1,8,G,6,0.16666666666666666,0,0,0,1,,both,consistent,4.0,"Drug-3 has evidence retrieved from the biomedical knowledge graph that links it to Alzheimer's disease, making its potential as a treatment for agitation associated with dementia plausible.",1.0,3.5
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.2:1b,0,8,H,6,0.16666666666666666,0,0,0,1,,both,insufficient,1.0,Drug-H has insufficient information to be ranked confidently.,0.6666666666666666,2.3333333333333335
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.2:1b,1,8,H,3,0.3333333333333333,0,1,1,1,,both,insufficient,4.0,"The biomedical knowledge graph reports mechanistic links between statins and dyslipidemia, but prior evidence supports statin-intolerance as a risk factor for LDL-C elevation.",0.875,3.875
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.2:1b,0,8,E,3,0.3333333333333333,0,1,1,1,,prior,conflicting,2.0,"Drug-E provides conflicting mechanistic links with DOID:0050908, making it uncertain for this target disease",0.42857142857142855,2.7142857142857144
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.2:1b,1,8,G,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.2:1b,0,8,B,9,0.1111111111111111,0,0,0,1,,,,,,0.3333333333333333,3.0
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.2:1b,1,8,F,7,0.14285714285714285,0,0,0,1,,both,insufficient,2.0,Limited mechanistic evidence and no clear pathway association in the knowledge graph.,0.5714285714285714,2.857142857142857
3,Acute HCV pediatric,none,no_kg,llama3.2:1b,0,8,C,4,0.25,0,0,1,1,,both,insufficient,2.0,Insufficient evidence from DOID for drug-8 on HCV treatment suggests potential antiviral activity but is unclear in pediatric context and conflicting with prior knowledge,0.8571428571428571,2.2857142857142856
3,Acute HCV pediatric,none,no_kg,llama3.2:1b,1,8,D,4,0.25,0,0,1,1,,,,,,,
3,Oral tablet formulation for weight management,none,no_kg,llama3.2:1b,0,8,D,1,1.0,1,1,1,1,,both,consistent,4.0,Strong mechanistic plausibility from KG and prior knowledge,1.0,4.0
3,Oral tablet formulation for weight management,none,no_kg,llama3.2:1b,1,8,B,2,0.5,0,1,1,1,,both,consistent,4.0,"Drug-8 has a mechanistic link from Drug-1 to the target pathway and disease, which is supported by both the knowledge graph and my prior knowledge of weight management treatments.",0.8333333333333334,3.8333333333333335
3,Nephrotic syndrome,none,no_kg,llama3.2:1b,0,8,G,5,0.2,0,0,1,1,,prior,insufficient,1.0,Limited prior knowledge on this drug and insufficient evidence from the biomedical graph to support its mechanistic plausibility.,0.75,3.0
3,Nephrotic syndrome,none,no_kg,llama3.2:1b,1,8,A,2,0.5,0,1,1,1,,prior,consistent,4.0,KG evidence from DOID:1184 reports mechanistic links between Drug-1 and Nephrotic syndrome with prior validation in literature; prior knowledge is consistent with the target disease.,0.75,2.25
3,KRAS G12C+ mCRC,none,no_kg,llama3.2:1b,0,8,H,5,0.2,0,0,1,1,,prior,insufficient,1.0,KG evidence for KRAS mutation but lacks direct pathway link to DOID,0.625,2.25
3,KRAS G12C+ mCRC,none,no_kg,llama3.2:1b,1,8,A,8,0.125,0,0,0,1,,kg,consistent,3.0,"KG evidence supports KRAS as the target in mCRC, but prior knowledge may not be entirely consistent.",1.0,3.75
3,Retinal vein occlusion,none,no_kg,llama3.2:1b,0,8,B,8,0.125,0,0,0,1,,both,consistent,4.0,Both the biomedical knowledge graph and prior mechanistic evidence support Drug-8 as a potential therapeutic agent for DOID:1727.,0.875,4.375
3,Retinal vein occlusion,none,no_kg,llama3.2:1b,1,8,B,9,0.1111111111111111,0,0,0,1,,,,,,1.0,2.0
3,TRD monotherapy,none,no_kg,llama3.2:1b,0,8,G,6,0.16666666666666666,0,0,0,1,,kg,insufficient,3.0,"Drug-8 has no clear evidence but its pathway does align with a disease mechanism we've seen before, making it uncertain.",0.875,2.75
3,TRD monotherapy,none,no_kg,llama3.2:1b,1,8,E,3,0.3333333333333333,0,1,1,1,,both,consistent,4.0,"KG evidence shows a mechanistic link from drug to pathway, but my own knowledge does not provide sufficient context to evaluate its plausibility as a TRD monotherapy.",1.0,3.125
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.2:1b,0,8,A,5,0.2,0,0,1,1,,prior,consistent,2.0,"The mechanistic link from Drug-8 to the target pathway is supported by evidence in the knowledge graph, but it may not be directly relevant to reducing MACE in CVD + obesity/overweight. Further investigation would be needed to confirm this association.",0.5714285714285714,3.0
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.2:1b,1,8,F,9,0.1111111111111111,0,0,0,1,,,,,,,
3,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:1b,0,8,G,5,0.2,0,0,1,1,,both,insufficient,2.0,"While related annotations hint at a possible pathway (mast cell-derived serotonin), the evidence is sparse and not consistent across all sources.",0.875,2.625
3,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:1b,1,8,A,1,1.0,1,1,1,1,,prior,consistent,5.0,knowledge-graph evidence and prior knowledge suggest Drug-2 and Drug-3 have mechanistic plausibility for EMA.,0.5,2.625
3,IgG4-related disease,none,no_kg,llama3.2:1b,0,8,C,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
3,IgG4-related disease,none,no_kg,llama3.2:1b,1,8,E,9,0.1111111111111111,0,0,0,1,,,,,,1.0,2.25
3,COVID-19 (expanded population),none,no_kg,llama3.2:1b,0,8,H,7,0.14285714285714285,0,0,0,1,,,,,,,
3,COVID-19 (expanded population),none,no_kg,llama3.2:1b,1,8,B,1,1.0,1,1,1,1,,both,conflicting,4.0,"While DOID suggests a role for Drug-2 in COVID-19, our prior knowledge indicates it's more likely to be involved in the development of respiratory conditions rather than a direct causative factor.",0.875,4.0
3,Obstructive sleep apnea with obesity,none,no_kg,llama3.2:1b,0,8,E,9,0.1111111111111111,0,0,0,1,,,,,,0.5,1.5
3,Obstructive sleep apnea with obesity,none,no_kg,llama3.2:1b,1,8,H,7,0.14285714285714285,0,0,0,1,,both,insufficient,4.0,"The mechanistic link from Drug-5 to DOID is not supported by the knowledge graph, and there's insufficient evidence for this association.",1.0,2.857142857142857
3,Biliary tract cancer 1L,none,no_kg,llama3.2:1b,0,8,F,5,0.2,0,0,1,1,,,,,,,
3,Biliary tract cancer 1L,none,no_kg,llama3.2:1b,1,8,F,1,1.0,1,1,1,1,,both,consistent,5.0,Drug-4 has a similar pathway to Biliary tract cancer 1L and prior evidence from the knowledge graph supports its ranking.,0.7142857142857143,3.7142857142857144
3,Retinal vein occlusion,none,no_kg,llama3.2:1b,0,8,H,9,0.1111111111111111,0,0,0,1,,,,,,0.3333333333333333,4.0
3,Retinal vein occlusion,none,no_kg,llama3.2:1b,1,8,E,3,0.3333333333333333,0,1,1,1,,,,,,,
3,Chorea associated with Huntington's disease,none,no_kg,llama3.2:1b,0,8,A,9,0.1111111111111111,0,0,0,0,,,,,,,
3,Chorea associated with Huntington's disease,none,no_kg,llama3.2:1b,1,8,B,2,0.5,0,1,1,1,,,,,,,
3,High LDL-C with increased CV risk (expanded),none,no_kg,llama3.2:1b,0,8,F,6,0.16666666666666666,0,0,0,1,,both,consistent,4.0,Knowledge graph evidence supports potential mechanisms through statins and HMG-CoA reductase inhibitors. This is consistent with increased CV risk in DOID:13810.,0.5714285714285714,3.2857142857142856
3,High LDL-C with increased CV risk (expanded),none,no_kg,llama3.2:1b,1,8,A,8,0.125,0,0,0,1,,both,insufficient,3.0,"KG evidence is sparse on this point, and prior knowledge suggests Drug-1 may be more directly involved in reducing LDL-C levels.",1.0,3.375
3,Polycythaemia vera and essential thrombocytopenia,none,no_kg,llama3.2:1b,0,8,D,1,1.0,1,1,1,1,,both,inconsistent,4.0,"KG reports evidence of drug-6 acting on the JAK/STAT pathway, but my own knowledge suggests a stronger link to the PI3K/Akt pathway in this disease.",0.875,4.0
3,Polycythaemia vera and essential thrombocytopenia,none,no_kg,llama3.2:1b,1,8,C,9,0.1111111111111111,0,0,0,1,,,,,,,
3,Schnitzler syndrome (Japan),none,no_kg,llama3.2:1b,0,8,A,9,0.1111111111111111,0,0,0,1,,,,,,0.5,2.5
3,Schnitzler syndrome (Japan),none,no_kg,llama3.2:1b,1,8,E,3,0.3333333333333333,0,1,1,1,,,,,,,
3,COVID-19 updated strain,none,no_kg,llama3.2:1b,0,8,D,4,0.25,0,0,1,1,,,,,,,
3,COVID-19 updated strain,none,no_kg,llama3.2:1b,1,8,A,7,0.14285714285714285,0,0,0,1,,,,,,,
3,Delay T1D onset in children ≥1yr,none,no_kg,llama3.2:1b,0,8,B,1,1.0,1,1,1,1,,,,,,,
3,Delay T1D onset in children ≥1yr,none,no_kg,llama3.2:1b,1,8,C,5,0.2,0,0,1,1,,both,consistent,4.0,"The mechanistic links from the knowledge graph (e.g., Drug-8 and Drug-6) are consistent with what we know about T1D onset prevention, particularly regarding pancreatic islet cell function. Given the clear association between these drugs and T1D onset prevention in children ≥1yr, it's reasonable to consider them more likely candidates.",1.0,4.0
3,"mCRC BRAF V600E (traditional approval, was accelerated)",none,no_kg,llama3.2:1b,0,8,G,5,0.2,0,0,1,1,,both,insufficient,2.0,"KG evidence for BRAF V600E pathway, but less direct than Drug-1's link to Met-t-KIT.",0.625,2.5
3,"mCRC BRAF V600E (traditional approval, was accelerated)",none,no_kg,llama3.2:1b,1,8,E,7,0.14285714285714285,0,0,0,1,,both,insufficient,2.0,"Drug-E has some mechanistic evidence, but its link to mCRC BRAF V600E is not well established and the KG links are sparse",0.875,2.375
3,Diabetic retinopathy/DME (EMA Mar+May 2026),none,no_kg,llama3.2:1b,0,8,A,9,0.1111111111111111,0,0,0,1,,,,,,0.0,2.0
3,Diabetic retinopathy/DME (EMA Mar+May 2026),none,no_kg,llama3.2:1b,1,8,C,8,0.125,0,0,0,1,,both,insufficient,4.0,KG evidence against prior mechanistic plausibility and insufficient pathway relevance make it uncertain,0.875,2.875
3,Cerebral folate transport deficiency,none,no_kg,llama3.2:1b,0,8,D,1,1.0,1,1,1,1,,kg,conflicting,2.0,"The knowledge graph reports a weak association between Drug-7 and the target disease, which is insufficient to justify this ranking.",1.0,2.0
3,Cerebral folate transport deficiency,none,no_kg,llama3.2:1b,1,8,H,2,0.5,0,1,1,1,,both,insufficient,3.0,"Both evidence and prior knowledge are uncertain for Drug-1, but its involvement in folate transport makes it a plausible candidate",1.0,2.375
3,Heart failure (broadened),none,no_kg,llama3.2:1b,0,8,G,9,0.1111111111111111,0,0,0,0,,,,,,,
3,Heart failure (broadened),none,no_kg,llama3.2:1b,1,8,B,5,0.2,0,0,1,1,,prior,sufficient,1.0,Unclear mechanism in the knowledge graph,0.7142857142857143,2.857142857142857
3,Acquired hypofibrinogenemia in cardiovascular surgery,none,no_kg,llama3.2:1b,0,8,H,5,0.2,0,0,1,1,,both,insufficient,2.0,Drug-8 has a sparse mechanistic link and conflicting evidence with DOID 2219,0.75,2.625
3,Acquired hypofibrinogenemia in cardiovascular surgery,none,no_kg,llama3.2:1b,1,8,F,6,0.16666666666666666,0,0,0,1,,both,insufficient,1.0,The DOID:2219 knowledge graph does not provide sufficient evidence to support a clear mechanistic link between the target and disease for acquired hypofibrinogenemia in cardiovascular surgery.,0.875,2.5
3,COPD,none,no_kg,llama3.2:1b,0,8,C,1,1.0,1,1,1,1,,prior,insufficient,3.0,Evidence from the biomedical knowledge graph is sparse and inconsistent with what I know about COPD.,0.75,3.25
