seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:3b,0,8,C,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,"Prior pharmacological knowledge indicates a potential role for this drug in modulating dopamine receptors, but KG evidence reports no interaction with the neurotransmitter.",0.625,2.625
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:3b,1,8,C,8,0.125,0,0,0,1,,kg,conflicting,3.0,Mechanistic links to adrenergic receptors are less relevant to Alzheimer's dementia,0.5,2.5
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.2:3b,0,8,E,1,1.0,1,1,1,1,,prior,insufficient,3.0,meets prior knowledge criteria for lipid metabolism but lacks direct evidence,0.75,3.125
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.2:3b,1,8,D,4,0.25,0,0,1,1,,kg,insufficient,2.0,No clear mechanistic link to LDL-C elevation in statin-intolerant dyslipidemia,0.625,1.75
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.2:3b,0,8,D,4,0.25,0,0,1,1,,prior,conflicting,2.0,Drug-8 has a known mechanism of action but its direct relevance to first-line anemia in lower-risk MDS is uncertain.,0.625,1.875
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.2:3b,1,8,C,4,0.25,0,0,1,1,,kg,insufficient,3.0,Mechanistic link from Drug-8 -> pathway -> disease First-line anemia in lower-risk MDS is insufficient to support its use.,0.5,2.875
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.2:3b,0,8,C,5,0.2,0,0,1,1,,kg,conflicting,2.0,"Knowledge-graph evidence links Drug-8 to a pathway related to PMDA, but this association is not supported by prior pharmacological knowledge or mechanistic understanding.",0.75,2.125
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.2:3b,1,8,C,6,0.16666666666666666,0,0,0,1,,kg,consistent,4.0,KG reports association with pathway related to immune response,0.625,2.625
3,Acute HCV pediatric,none,no_kg,llama3.2:3b,0,8,F,5,0.2,0,0,1,1,,kg,conflicting,2.0,"Drug-8 has a reported association with HCV treatment in the knowledge graph, but its mechanism is unclear and may not be relevant to this target disease.",0.625,1.875
3,Acute HCV pediatric,none,no_kg,llama3.2:3b,1,8,B,2,0.5,0,1,1,1,,kg,consistent,3.0,"Mechanistic links from KG show that Drug-8 inhibits the HCV NS5A protein, which is a target for many HCV treatments.",0.875,2.125
3,Oral tablet formulation for weight management,none,no_kg,llama3.2:3b,0,8,H,8,0.125,0,0,0,1,,prior,conflicting,2.0,Prior knowledge suggests Drug-H's mechanism of action is less related to weight management than KG-sources,0.625,3.375
3,Oral tablet formulation for weight management,none,no_kg,llama3.2:3b,1,8,G,8,0.125,0,0,0,1,,kg,uncertain,1.0,Limited information on Drug-6's role in DOID:9970 and unclear primary mechanism,0.625,1.875
3,Nephrotic syndrome,none,no_kg,llama3.2:3b,0,8,E,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
3,Nephrotic syndrome,none,no_kg,llama3.2:3b,1,8,A,8,0.125,0,0,0,1,,,,,,,
3,KRAS G12C+ mCRC,none,no_kg,llama3.2:3b,0,8,B,3,0.3333333333333333,0,1,1,1,,both,conflicting,2.0,KG reports association but with unclear implications,0.625,1.75
3,KRAS G12C+ mCRC,none,no_kg,llama3.2:3b,1,8,G,7,0.14285714285714285,0,0,0,1,,kg,insufficient,2.0,No direct evidence supports plausibility,0.625,2.75
3,Retinal vein occlusion,none,no_kg,llama3.2:3b,0,8,B,2,0.5,0,1,1,1,,kg,consistent,3.0,KG association with retinal vein occlusion and antiplatelet effects make it a promising candidate.,0.875,1.75
3,Retinal vein occlusion,none,no_kg,llama3.2:3b,1,8,F,6,0.16666666666666666,0,0,0,1,,uncertain,insufficient,1.0,No direct evidence from the KG or pharmacological knowledge supports its relevance to retinal vein occlusion.,0.375,2.0
3,TRD monotherapy,none,no_kg,llama3.2:3b,0,8,C,4,0.25,0,0,1,1,,kg,insufficient,2.0,KG lacks evidence for TRD monotherapy effectiveness.,0.5714285714285714,2.0
3,TRD monotherapy,none,no_kg,llama3.2:3b,1,8,E,4,0.25,0,0,1,1,,kg,conflicting,1.0,Conflicting evidence from knowledge graph regarding its mechanism of action,0.5,2.5
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.2:3b,0,8,B,3,0.3333333333333333,0,1,1,1,,prior,insufficient,2.0,"Candidate B has a prior association with reducing inflammation, which may be relevant to CVD but lacks direct connection to obesity.",0.125,2.25
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.2:3b,1,8,G,7,0.14285714285714285,0,0,0,1,,both,conflicting,1.0,Conflicts with our knowledge that prefers candidates with direct links to both disease targets.,0.5,1.75
3,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:3b,0,8,B,2,0.5,0,1,1,1,,kg,consistent,5.0,Strong mechanistic link to the KIT pathway and EMA.,0.5,3.125
3,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:3b,1,8,C,6,0.16666666666666666,0,0,0,1,,kg,conflicting,1.0,"KG evidence suggests that Drug-8 inhibits a pathway involved in mast cell activation, but the specific target and mechanism are unclear.",0.625,2.0
3,IgG4-related disease,none,no_kg,llama3.2:3b,0,8,H,8,0.125,0,0,0,1,,prior,insufficient,2.0,Inhibitor of certain enzymes but pathways do not directly align with IgG4-related disease mechanisms.,0.625,2.125
3,IgG4-related disease,none,no_kg,llama3.2:3b,1,8,C,3,0.3333333333333333,0,1,1,1,,kg,insufficient,2.0,"The available evidence from the knowledge graph does not support a clear link between Drug-C and IgG4-related disease, despite its reported association with immune response pathways.",0.75,1.875
3,COVID-19 (expanded population),none,no_kg,llama3.2:3b,0,8,A,1,1.0,1,1,1,1,,prior,insufficient,4.0,Drug-8 has shown promise in previous studies on respiratory infections.,0.625,2.625
3,COVID-19 (expanded population),none,no_kg,llama3.2:3b,1,8,A,1,1.0,1,1,1,1,,kg,conflicting,4.0,"Mechanistic link: Drug-8 -> COVID-19 -> inflammation pathway; however, this relationship is inconsistent with known anti-inflammatory effects of similar compounds.",0.625,3.0
