seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.1:8b,0,8,B,6,0.16666666666666666,0,0,0,1,,kg,conflicting,1.0,The knowledge graph links Drug-8 to the BDNF pathway but also reports conflicting evidence regarding its efficacy in Alzheimer's disease.,0.625,1.875
3,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.1:8b,1,8,F,1,1.0,1,1,1,1,,both,consistent,5.0,"Drug-8 is repurposed for agitation in Alzheimer's dementia based on strong mechanistic links involving cholinergic pathway modulation, a key target in this disease.",0.75,2.375
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.1:8b,0,8,E,4,0.25,0,0,1,1,,kg,insufficient,2.0,"No clear mechanistic link to LDL-C elevation in statin-intolerant dyslipidemia; associated with ABCG1 (target), but pathway and disease connection is unclear",0.75,3.5
3,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.1:8b,1,8,E,7,0.14285714285714285,0,0,0,1,,kg,insufficient,1.0,No direct evidence links Drug-8 to LDL-C regulation or lipid metabolism; KG evidence is sparse and unverified.,0.75,2.375
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.1:8b,0,8,G,5,0.2,0,0,1,1,,kg,insufficient,1.0,No relevant target associations for Drug-8 in the knowledge graph,0.75,2.5
3,First-line anemia in lower-risk MDS,none,no_kg,llama3.1:8b,1,8,B,1,1.0,1,1,1,1,,both,consistent,4.0,"Drug-8 is linked to a pathway (Wnt signaling) implicated in erythropoiesis regulation, and its use in MDS patients has been reported.",0.75,2.5
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.1:8b,0,8,H,8,0.125,0,0,0,1,,prior,insufficient,1.0,"Without sufficient evidence from the knowledge graph and lacking a clear pharmacological rationale, Drug-8's potential for treating PMDA is uncertain.",0.625,2.0
3,Palmoplantar pustulosis (PMDA),none,no_kg,llama3.1:8b,1,8,H,8,0.125,0,0,0,1,,kg,insufficient,2.0,"There's a mechanistic link between Drug-8 and IL-17, but evidence is weak and indirect.",0.75,2.25
3,Acute HCV pediatric,none,no_kg,llama3.1:8b,0,8,A,1,1.0,1,1,1,1,,both,consistent,4.0,Drug-8 has a mechanistic link to HCV through the PI3K/AKT pathway and is known to inhibit viral replication in liver cells.,0.5,2.5
3,Acute HCV pediatric,none,no_kg,llama3.1:8b,1,8,A,3,0.3333333333333333,0,1,1,1,,kg,conflicting,2.0,"The KG reports a link between Drug-8 and HCV via the MAPK pathway, but I'm uncertain about its relevance due to conflicting evidence on this pathway's involvement in HCV.",0.75,3.25
3,Oral tablet formulation for weight management,none,no_kg,llama3.1:8b,0,8,B,7,0.14285714285714285,0,0,0,1,,prior,insufficient,3.0,"As a treatment for other metabolic disorders, Drug-8 might have some mechanistic plausibility for weight management, but the evidence is sparse.",0.75,2.125
3,Oral tablet formulation for weight management,none,no_kg,llama3.1:8b,1,8,H,8,0.125,0,0,0,1,,kg,conflicting,4.0,"Some association with weight gain, conflicting with the target disease",0.5,3.0
3,Nephrotic syndrome,none,no_kg,llama3.1:8b,0,8,G,6,0.16666666666666666,0,0,0,1,,prior,insufficient,4.0,"Based on general pharmacological knowledge, this drug has some potential for nephroprotective effects but lacks direct evidence.",0.625,3.125
3,Nephrotic syndrome,none,no_kg,llama3.1:8b,1,8,G,2,0.5,0,1,1,1,,prior,insufficient,4.0,Angiotensin II receptor blockers (ARBs) like Drug-1 are commonly used in nephrotic syndrome due to their anti-proteinuric effects.,0.625,3.0
3,KRAS G12C+ mCRC,none,no_kg,llama3.1:8b,0,8,D,2,0.5,0,1,1,1,,kg,consistent,4.0,"Drug-8 has a mechanistic link to KRAS G12C through the RAF pathway; however, the KG evidence is limited.",0.875,2.75
3,KRAS G12C+ mCRC,none,no_kg,llama3.1:8b,1,8,F,7,0.14285714285714285,0,0,0,1,,kg,insufficient,1.0,No direct evidence was found for Drug-8's mechanism of action in KRAS G12C+ mCRC.,0.875,2.625
3,Retinal vein occlusion,none,no_kg,llama3.1:8b,0,8,F,5,0.2,0,0,1,1,,kg,insufficient,3.0,"Drug-8 has a mechanistic link to fibrosis pathway, but no clear association with Retinal vein occlusion.",0.75,2.125
3,Retinal vein occlusion,none,no_kg,llama3.1:8b,1,8,C,6,0.16666666666666666,0,0,0,1,,kg,insufficient,3.0,"Drug-8 -> VEGF, but no direct association with retinal vein occlusion is provided.",0.5,2.5
3,TRD monotherapy,none,no_kg,llama3.1:8b,0,8,G,2,0.5,0,1,1,1,,kg,insufficient,3.0,The KG provides limited information on Drug-8's mechanisms; further research would be needed to establish a connection to TRD monotherapy.,0.75,1.875
3,TRD monotherapy,none,no_kg,llama3.1:8b,1,8,F,6,0.16666666666666666,0,0,0,1,,prior,insufficient,1.0,No clear mechanistic links or prior evidence support Drug-8's use in TRD monotherapy.,0.75,2.625
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.1:8b,0,8,C,4,0.25,0,0,1,1,,prior,insufficient,2.0,"Drug-8 has been associated with weight loss in some studies, which could be beneficial for patients with obesity/overweight.",0.625,1.875
3,Reduce MACE in CVD + obesity/overweight,none,no_kg,llama3.1:8b,1,8,G,1,1.0,1,1,1,1,,kg,consistent,5.0,"Drug-8 is associated with the PPARγ pathway, which has been implicated in obesity and CVD.",0.625,3.125
3,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.1:8b,0,8,H,8,0.125,0,0,0,1,,prior,insufficient,2.0,No evidence provided; pharmacological profile does not strongly suggest efficacy against the target disease,0.5,3.5
