seed,disease,kg,condition,model,shuffle,pool_size,positive_letter,rank,reciprocal_rank,hit@1,hit@3,hit@5,parsed,error,pos_basis,pos_agreement,pos_confidence,pos_rationale,frac_basis_kg,mean_confidence
2,Chorea associated with Huntington's disease,none,no_kg,llama3.2:1b,0,8,D,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
2,Chorea associated with Huntington's disease,none,no_kg,llama3.2:1b,1,8,D,9,0.1111111111111111,0,0,0,0,,,,,,,
2,Chronic thromboembolic pulmonary hypertension,none,no_kg,llama3.2:1b,0,8,F,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
2,Chronic thromboembolic pulmonary hypertension,none,no_kg,llama3.2:1b,1,8,G,5,0.2,0,0,1,1,,kg,insufficient,3.0,"The evidence from the biomedical knowledge graph for DOID:6432 and Drug-7 is sparse, making it difficult to assess its mechanistic plausibility.",1.0,3.75
2,Indolent systemic mastocytosis,none,no_kg,llama3.2:1b,0,8,G,1,1.0,1,1,1,1,,both,consistent,3.0,The mechanistic links provided by the biomedical knowledge graph are consistent with indolent systemic mastocytosis and suggest that Drug-8 may have a role in this disease. The fact that it is listed as one of the candidates and has been shown to inhibit mast cell growth supports its plausibility.,0.75,3.625
2,Indolent systemic mastocytosis,none,no_kg,llama3.2:1b,1,8,F,7,0.14285714285714285,0,0,0,1,,both,insufficient,3.0,"The evidence for Drug-8 is sparse, and its association with DOID:349 may not be directly relevant to mastocytosis.",1.0,3.375
2,EGPA (expanded),none,no_kg,llama3.2:1b,0,8,F,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
2,EGPA (expanded),none,no_kg,llama3.2:1b,1,8,C,9,0.1111111111111111,0,0,0,1,,,,,,0.5,3.0
2,Invasive fungal infections pediatric ≥2yr,none,no_kg,llama3.2:1b,0,8,D,2,0.5,0,1,1,1,,prior,insufficient,2.0,Conflicting evidence from the biomedical knowledge graph with prior knowledge for Drug-3.,0.16666666666666666,2.6666666666666665
2,Invasive fungal infections pediatric ≥2yr,none,no_kg,llama3.2:1b,1,8,C,5,0.2,0,0,1,1,,both,consistent,4.0,"Drug-4 also shows a mechanistic link to Invasive Fungal Infections in Pediatric Patients, although the evidence is less clear than with Drug-3.",0.8571428571428571,2.857142857142857
2,PKU expanded to ≥12yr,none,no_kg,llama3.2:1b,0,8,G,7,0.14285714285714285,0,0,0,1,,both,conflicting,2.0,"Insufficient evidence from the knowledge graph to assess Drug-8, and conflicting prior mechanistic links.",0.7142857142857143,2.2857142857142856
2,PKU expanded to ≥12yr,none,no_kg,llama3.2:1b,1,8,H,1,1.0,1,1,1,1,,kg,conflicting,3.0,"KG evidence is sparse on the pathway, while prior knowledge and mechanistic links are stronger for other candidates",0.6666666666666666,2.6666666666666665
2,Nephrotic syndrome,none,no_kg,llama3.2:1b,0,8,A,9,0.1111111111111111,0,0,0,0,,,,,,,
2,Nephrotic syndrome,none,no_kg,llama3.2:1b,1,8,F,1,1.0,1,1,1,1,,both,consistent,5.0,"The mechanistic links from DOID to both the target and pathway are strong, especially considering the evidence on inflammation.",0.875,3.125
2,HR+/HER2- node-positive high-risk early breast cancer,none,no_kg,llama3.2:1b,0,8,G,3,0.3333333333333333,0,1,1,1,,kg,insufficient,1.0,"There was insufficient evidence in the knowledge graph to confirm Drug-8's relevance, and my prior pharmacological knowledge does not provide a clear mechanistic link.",0.8571428571428571,2.4285714285714284
2,HR+/HER2- node-positive high-risk early breast cancer,none,no_kg,llama3.2:1b,1,8,C,2,0.5,0,1,1,1,,kg,conflicting,3.0,"KG evidence suggests Drug-7 targets HER2, but prior knowledge indicates it targets estrogen receptors. Both sources are uncertain.",0.875,2.375
2,Retinopathy of prematurity,none,no_kg,llama3.2:1b,0,8,H,3,0.3333333333333333,0,1,1,1,,both,consistent,2.0,"Both knowledge graph evidence and prior knowledge suggest Drug-7 might be a viable option, but its mechanistic plausibility is uncertain.",0.5714285714285714,2.0
2,Retinopathy of prematurity,none,no_kg,llama3.2:1b,1,8,G,9,0.1111111111111111,0,0,0,1,,,,,,1.0,2.0
2,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:1b,0,8,F,6,0.16666666666666666,0,0,0,1,,both,consistent,3.0,"The knowledge graph reports consistent evidence for Drug-1, but its mechanism is unclear and no prior knowledge suggests it.",0.75,3.0
2,Agitation associated with Alzheimer's dementia,none,no_kg,llama3.2:1b,1,8,B,7,0.14285714285714285,0,0,0,1,,both,conflicting,1.0,"The knowledge graph reports a mechanistic link between Drug-6 and Alzheimer's disease, but my own pharmacological knowledge is uncertain about its relevance to agitation associated with the condition. The provided evidence does not match any well-established pathways or mechanisms in DOID:10652.",0.8571428571428571,2.7142857142857144
2,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.2:1b,0,8,A,9,0.1111111111111111,0,0,0,1,,,,,,1.0,3.0
2,LDL-C elevation in statin-intolerant dyslipidemia,none,no_kg,llama3.2:1b,1,8,F,7,0.14285714285714285,0,0,0,1,,,,,,,
2,First-line anemia in lower-risk MDS,none,no_kg,llama3.2:1b,0,8,B,2,0.5,0,1,1,1,,,,,,,
2,First-line anemia in lower-risk MDS,none,no_kg,llama3.2:1b,1,8,H,9,0.1111111111111111,0,0,0,1,,,,,,1.0,5.0
2,"Crohn's disease (moderate-severe, refractory)",none,no_kg,llama3.2:1b,0,8,H,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
2,"Crohn's disease (moderate-severe, refractory)",none,no_kg,llama3.2:1b,1,8,A,9,0.1111111111111111,0,0,0,1,,,,,,1.0,4.0
2,COVID-19 in severe renal impairment/dialysis,none,no_kg,llama3.2:1b,0,8,G,3,0.3333333333333333,0,1,1,1,,both,consistent,4.0,"While there are some mechanistic links between Drug-8 and the COVID-19 pathogenesis, more research is needed to confirm its impact on renal impairment/dialysis in DOID:0080599.",0.7142857142857143,3.5714285714285716
2,COVID-19 in severe renal impairment/dialysis,none,no_kg,llama3.2:1b,1,8,H,6,0.16666666666666666,0,0,0,1,,both,insufficient,3.0,"KG evidence is sparse and conflicts with prior knowledge links to other types of kidney diseases, making this candidate uncertain at best.",0.75,3.625
2,MASH with fibrosis,none,no_kg,llama3.2:1b,0,8,A,9,0.1111111111111111,0,0,0,1,,,,,,0.6666666666666666,3.3333333333333335
2,MASH with fibrosis,none,no_kg,llama3.2:1b,1,8,C,1,1.0,1,1,1,1,,,,,,,
2,Pancreatic NET,none,no_kg,llama3.2:1b,0,8,A,7,0.14285714285714285,0,0,0,1,,both,consistent,2.0,"The evidence from the biomedical knowledge graph suggests a mechanistic link between Drug-8 and Pancreatic NET, but my own pharmacological knowledge is less certain about its relevance to this disease.",0.8571428571428571,3.4285714285714284
2,Pancreatic NET,none,no_kg,llama3.2:1b,1,8,C,3,0.3333333333333333,0,1,1,1,,both,conflicting,4.0,The provided evidence from the kg on Drug-8's pathway relevance to pancreatic NET is conflicting with our own knowledge. This indicates a moderate confidence level for Drug-8.,0.875,3.375
2,Retinal vein occlusion,none,no_kg,llama3.2:1b,0,8,G,5,0.2,0,0,1,1,,both,consistent,4.0,"The KG reports mechanistic links between Drug-8 and Retinal vein occlusion, as well as prior knowledge suggesting its relevance. My own knowledge is consistent with the KG's evidence for Drug-8.",0.8571428571428571,3.7142857142857144
2,Retinal vein occlusion,none,no_kg,llama3.2:1b,1,8,A,6,0.16666666666666666,0,0,0,1,,both,insufficient,1.0,"The mechanism links drug-8 to retinal vein occlusion and target DOID:1727, but the evidence is sparse in the biomedical knowledge graph.",0.8571428571428571,2.4285714285714284
2,Cerebral folate transport deficiency,none,no_kg,llama3.2:1b,0,8,D,1,1.0,1,1,1,1,,both,conflicting,3.0,"KG reports a mechanism link from Drug-8 to target C. folate transport, but our own knowledge indicates that another drug may have a similar role in the pathway",1.0,3.0
2,Cerebral folate transport deficiency,none,no_kg,llama3.2:1b,1,8,G,1,1.0,1,1,1,1,,,,,,,
2,ILD-associated pulmonary hypertension,none,no_kg,llama3.2:1b,0,8,G,6,0.16666666666666666,0,0,0,1,,both,consistent,5.0,"The mechanistic link from DOID:6432 to ILD-associated pulmonary hypertension via Drug-3 is reported in the biomedical knowledge graph and my prior knowledge, making it a strong candidate for repurposing.",0.875,4.5
2,ILD-associated pulmonary hypertension,none,no_kg,llama3.2:1b,1,8,C,3,0.3333333333333333,0,1,1,1,,both,insufficient,2.0,"While Drug-3's link to the DOID:6432 pathway is plausible, it lacks sufficient evidence from the knowledge graph.",0.75,2.5
2,Indolent systemic mastocytosis (EMA),none,no_kg,llama3.2:1b,0,8,E,7,0.14285714285714285,0,0,0,1,,both,consistent,1.0,Both the knowledge graph and prior knowledge support Drug-8 as a plausible candidate for Indolent systemic mastocytosis.,0.875,1.5
